id_curso;nome_curso;Link;eixos_tematicos;certificador;conteudista;carga_horaria;disponibilidade_dias;tipo_oferta;apresentacao;publico_alvo;conteudo_programatico;data_lancamento;Acessibilidade;Observacao
615;Acessibilidade na Comunicação;https://www.escolavirtual.gov.br/curso/615;Comunicação;Enap;Ministério dos Direitos Humanos e Cidadania;30;30;Curso Aberto;Neste curso, você irá compreender o conceito biopsicossocial e as terminologias ligadas às pessoas com deficiência. Entrará em contato com a legislação, compreenderá como utilizar recursos e técnicas que melhoram a acessibilidade, além de ver exemplos práticos de comunicação acessível, tanto em eventos presenciais como em conteúdo web e impresso. Inscreva-se agora e tenha oportunidade de compreender como a comunicação pode ser mais acessível e democrática para todos!;Servidores públicos, trabalhadores do setor privado, estudantes e população geral. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.;"Módulo 1: Conceito biopsicossocial, terminologia e demografia da pessoa com deficiência;Módulo 2: Legislação e atribuições dos gestores na comunicação acessível;Módulo 3: Recursos e técnicas de acessibilidade na comunicação;Módulo 4: Exemplos e práticas de comunicação acessível.";21/11/2021;;
1347;Comunicação Assertiva: Oratória, Retórica e Técnicas de Apresentação;https://www.escolavirtual.gov.br/curso/1347;Comunicação;Enap;Secretaria Especial da Receita Federal do Brasil;50;30;Curso Aberto;Neste curso, você vai compreender e aplicar os princípios da comunicação assertiva em diferentes contextos culturais, utilizando elementos e estratégias de retórica e oratória para formular argumentos eficazes e engajar o público-alvo.;Gestores públicos, servidores públicos e todo cidadão interessado na temática. Curso aberto, gratuito e com certificado.;Módulo 1 - Fundamentos da comunicação assertivaMódulo 2 - Linguagem e contextos culturaisMódulo 3 - Retórica e oratóriaMódulo 4 - Linguagem corporal e medo de falar em públicoMódulo 5 - Formulação de argumentos e engajamento do públicoMódulo 6 - Comunicação escrita assertiva;25/02/2025;;
463;Comunicação não violenta;https://www.escolavirtual.gov.br/curso/463;Comunicação;Enap;Secretaria Especial da Receita Federal do Brasil;20;30;Curso Aberto;O que você entende por Comunicação Não Violenta (CNV)? Quer conhecer sobre este assunto? Este curso apresenta os principais conceitos e pilares para a realização de uma comunicação mais assertiva e empática. Há dicas importantes para o aperfeiçoamento pessoal que você não pode deixar de conhecer. Faça sua inscrição e saiba mais!;Agentes públicos que atuam na concepção, no desenvolvimento, na execução e na avaliação de soluções de capacitação para desenvolvimento de competências. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.;"Módulo 1: Introdução;Módulo 2: Observar;Módulo 3: Sentir;Módulo 4: Reconhecer;Módulo 5: Pedir;Módulo 6: Na prática";21/06/2022;;
60716;Curso Básico - CANVA;https://moodle.ebserh.gov.br/course/view.php?id=60716;Comunicação;3EC ;EBSERH;2;0;Curso Aberto;Um dos objetivos do Curso Básico CANVA é conhecer a ferramenta de edição de imagens CANVA e estimular o senso criativo dos estudantes/colaboradores.; Todos os colaboradores da Rede Ebserh, incluindo seus residentes e estagiários.;Um dos objetivos do Curso Básico CANVA é conhecer a ferramenta de edição de imagens CANVA e estimular o senso criativo dos estudantes/colaboradores.;;;
1241;Eixo 1 - Expressando ideias e conceitos Programa - Comunicação;https://www.escolavirtual.gov.br/curso/1241;Comunicação;Enap;Enap - Escola Nacional de Administração Pública;105;365;Curso Aberto;Para desenvolver a competência de comunicação entre servidores públicos, é essencial identificar o contexto da comunicação, compreendendo o ambiente organizacional e o papel que o servidor desempenha, assim como as particularidades do interlocutor.;Desenvolvida com foco em servidoras e servidores públicos em geral. Trilha de aprendizagem aberta, gratuita e com certificado. Qualquer pessoa pode se inscrever.;Expressando ideias e conceitos;23/10/2024;;
1240;Eixo 2 - Escutar de forma efetiva Programa - Comunicação;https://www.escolavirtual.gov.br/curso/1240;Comunicação;Enap;Enap - Escola Nacional de Administração Pública;80;365;Curso Aberto;A escuta efetiva, fundamental para uma comunicação eficiente, requer que o servidor atue com inteligência emocional, sabendo gerenciar suas próprias emoções e responder de forma equilibrada e adequada às interações.;Desenvolvida com foco em servidoras e servidores públicos em geral. Trilha de aprendizagem aberta, gratuita e com certificado. Qualquer pessoa pode se inscrever.;Escutar de forma efetiva;23/10/2024;;
1239;Eixo 3 - Interagir de forma produtiva Programa - Comunicação;https://www.escolavirtual.gov.br/curso/1239/;Comunicação;Enap;Enap - Escola Nacional de Administração Pública;59;365;Curso Aberto;Para desenvolver a competência de comunicação, é essencial interagir de forma produtiva, o que inclui cultivar relações interpessoais saudáveis e respeitar a diversidade.;Desenvolvida com foco em servidoras e servidores públicos em geral. Trilha de aprendizagem aberta, gratuita e com certificado. Qualquer pessoa pode se inscrever.;Interagir de forma produtiva;23/10/2024;;
41;eMAG Conteudista;https://www.escolavirtual.gov.br/curso/41;Comunicação;Enap;Ministério da Fazenda;20;30;Curso Aberto;O curso é baseado no Modelo de Acessibilidade em Governo Eletrônico (e-MAG). Esse modelo norteia o desenvolvimento e a adaptação dos conteúdos digitais do governo federal para que sejam acessíveis a todas as pessoas. A proposta do curso é fornecer noções básicas de acessibilidade na Web para as pessoas que trabalhem com inclusão de conteúdos em sites e portais.;Servidores públicos federais que atuem no desenvolvimento de sites. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.;1 Acessibilidade na Web 1.1 Tipos de deficiências1.2 Uso de Tecnologias Assistivas 2 Diretrizes de acessibilidade 2.1 Desenvolvimento de conteúdos acessíveis na Web2.2 Avaliação de acessibilidade2.3 Apresentação de recursos e ferramentas;14/04/2015;;
674;Eventos Virtuais: da Gestão à Execução;https://www.escolavirtual.gov.br/curso/674;Comunicação;Enap;Enap - Escola Nacional de Administração Pública;20;30;Curso Aberto;Quer se destacar no mundo digital e tornar sua empresa reconhecida? Então chegou a hora de aprender a lidar com os eventos virtuais. Neste curso você compreenderá como elaborar um evento e colocá-lo em prática. Aprenderá as técnicas mais atuais do mercado e ainda terá acesso a muitas dicas para fazer os seus eventos se tornarem um sucesso. Inscreva-se agora!;Agentes públicos, empresários, autônomos e profissionais de eventos. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.;"Módulo 1: Introdução a Eventos Virtuais (tipologia e classificação de eventos);Módulo 2: Planejamento e Organização de Evento;Módulo 3: Gestão de eventos;Módulo 4: Ferramentas, aplicativos e plataformas para eventos virtuais e híbridos.";23/12/2021;;
675;Ferramentas de Gestão no Teletrabalho (PDP);https://www.escolavirtual.gov.br/curso/675;Comunicação;Enap;Enap - Escola Nacional de Administração Pública;13;30;Curso Aberto;O teletrabalho é uma realidade cada vez mais presente no dia a dia. Por isso, estar atento às ferramentas que podem aumentar a produtividade e diminuir cargas desnecessárias de trabalho é essencial. Neste curso, você vai conhecer as melhores ferramentas para reuniões online, trabalho em equipe e análise de dados. Melhore a sua vida conhecendo ferramentas úteis que vão facilitar o trabalho remoto.;Agentes públicos, empresários, profissionais autônomos e pessoas interessadas em desenvolver habilidades na utilização de ferramentas úteis para o contexto do teletrabalho. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.;"Módulo 1: Traduzindo o Mundo da Tecnologia;Módulo 2: Melhores Ferramentas para Reuniões Online;Módulo 3: Melhores Ferramentas para Produtividade no Trabalho;Módulo 4: Melhores Ferramentas para o Trabalho Remoto em Equipe;Módulo 5: Melhores Ferramentas para Monitoramento e Análise de Dados.";07/01/2022;;
853;Formação de Mediadores de Leitura;https://www.escolavirtual.gov.br/curso/853;Comunicação;Enap;Ministério da Cultura;20;30;Curso Aberto;Neste curso, você vai aprender a atuar como mediador da leitura em espaços educativos, reconhecendo a leitura como uma prática social e cultural. Além disso, conhecerá as competências essenciais para tornar-se um mediador e para elaborar projetos de leitura com foco na formação de leitores proficientes.;Servidores públicos, educadores, bibliotecários, agentes do setor público e da sociedade civil, interessados na temática.;"Módulo 1: Leitura: prática sociocultural e interfaces. – Introdução;Módulo 2: Ler e mediar: a leitura na cultura oral e grafocêntrica;Módulo 3: A mediação literária na formação do leitor;Módulo 4: Construindo projetos de leitura em diferentes espaços.";29/01/2024;;
598;ForPDI - Plano de Desenvolvimento institucional IES;https://www.escolavirtual.gov.br/curso/598;Comunicação;Enap;Escola Superior de Redes - ESR / Rede Nacional de Pesquisa - RNP;20;30;Curso Aberto;O curso possui como foco apresentar o modelo ForPDI, assim como demonstrar seu uso e benefícios. Apresenta seus conceitos, as principais ferramentas estratégicas que podem ser utilizadas para a elaboração do PDI, o processo de elaboração e a plataforma ForPDI.;Colaboradores das instituições federais de ensino superior, envolvidos direta e/ou indiretamente na elaboração do plano de desenvolvimento institucional. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.;"Módulo 1: Princípio e conceitos;Módulo 2: Principais ferramentas estratégicas que podem ser utilizadas para a elaboração do PDI;Módulo 3: Processo de Elaboração do PDI;Módulo 4: A Plataforma ForPDI.";24/08/2021;;
769;Fotografia e Audiovisual para Produção de Janelas de Libras;https://www.escolavirtual.gov.br/curso/769;Comunicação;Enap;Enap - Escola Nacional de Administração Pública;20;30;Curso Aberto;Como incluir janela de interpretação de LIBRAS em materiais audiovisuais? Essa e outras perguntas são respondidas neste curso, que vai lhe ensinar, de forma simples e objetiva, normas, conceitos e práticas relacionadas às técnicas de captação e produção de vídeos para aplicação de janelas de interpretação da Língua Brasileira de Sinais - LIBRAS.;Servidores públicos e cidadãos interessados no tema. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.;"Módulo 1 – Acessibilidade;Módulo 2 – Padrões e Técnicas para Acessibilidade Audiovisual;Módulo 3 – Técnicas para Captação e Edição de Janelas de LIBRAS.";06/06/2022;;
71129;Fundamentos da Linguagem Simples;https://moodle.ebserh.gov.br/course/view.php?id=71129;Comunicação;3EC ;EBSERH;5;0;Curso Aberto;Este é um curso que visa apresentar os pilares da Linguagem Simples e sua importância em órgãos públicos, e especificamente, na Rede Ebserh, com demonstração de diretrizes para construção de textos em Linguagem Simples. É um curso rápido, com duração estimada de 5 horas;Aberto para todos os públicos;Este é um curso que visa apresentar os pilares da Linguagem Simples e sua importância em órgãos públicos, e especificamente, na Rede Ebserh, com demonstração de diretrizes para construção de textos em Linguagem Simples. É um curso rápido, com duração estimada de 5 horas;;;
71126;Fundamentos da Oratória;https://moodle.ebserh.gov.br/course/view.php?id=71126;Comunicação;3EC ;EBSERH;7;0;Curso Aberto;"O curso conta com: Introdução - A base da Oratória; Elementos do processo comunicativo; Comunicação, voz e fala; Linguagem não-verbal, postura e expressão facial; Como realizar apresentações; Aparência, microfone e ambiente virtual; Feedback, leitura e comunicação no trabalho ; Considerações finais.";Aberto para todos os públicos;"O curso conta com: Introdução - A base da Oratória; Elementos do processo comunicativo; Comunicação, voz e fala; Linguagem não-verbal, postura e expressão facial; Como realizar apresentações; Aparência, microfone e ambiente virtual; Feedback, leitura e comunicação no trabalho ; Considerações finais.";;;
320;Introdução à Audiodescrição;https://www.escolavirtual.gov.br/curso/320;Comunicação;Enap;Enap - Escola Nacional de Administração Pública;40;60;Curso Aberto;A audiodescrição é um recurso de acessibilidade comunicacional que aumenta a compreensão de pessoas com deficiência visual, englobando e ampliando a acessibilidade para o entendimento de pessoas com deficiência intelectual, idosos e disléxicos, colaborando com a construção de uma sociedade inclusiva. O curso apresenta recursos de audiodescrição, especialmente em sites, redes sociais e publicações.;Agentes públicos interessados em acessibilidade. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.;Módulo 1 – Introdução à audiodescriçãoMódulo 2 – Técnicas de audiodescrição aplicadas à internet e sitesMódulo 3 – Audiodescrição na culturaMódulo 4 – Audiodescrição em livros e publicações curtasMódulo 5 – Comunicação acessível;20/08/2020;;
11;Introdução à Libras;https://www.escolavirtual.gov.br/curso/11;Comunicação;Enap;Ministério dos Direitos Humanos e Cidadania;60;60;Curso Aberto;Aprenda a utilizar a Língua Brasileira de Sinais (Libras) e garanta o atendimento e o tratamento adequado às pessoas com deficiência auditiva. A Lei nº 10.436/2002 legitima a Libras como idioma advindo das Comunidades Surdas Brasileiras e obriga o poder público em geral a adotar formas institucionalizadas de apoiar o uso e a difusão dessa língua como meio de comunicação.;Agentes públicos federais, municipais e estaduais que tenham interesse na comunicação com as pessoas Surdas por meio da Língua Brasileira de Sinais. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.;1 Surdez e sociedade 1.1 Causas, descoberta e graus de perda auditiva1.2 Perspectiva ouvintista e socioantopológica1.3 Legislação sobre a Língua Brasileira de Sinais (Libras)1.4 Comunicação com surdos1.5 Identidade e cultura surda2 Prática de Libras: primeiro contato, alfabeto manual e pronomes pessoais 3 Prática de Libras: expressões faciais e família4 Prática de Libras: calendário e números em Libras5 Prática de Libras: casas e cômodos6 Prática de Libras: meios de transporte7 Prática de Libras: animais e classificadores8 Prática de Libras: profissões;25/10/2016;;
771;Mídias para Educação: produção de vídeos e lives com qualidade;https://www.escolavirtual.gov.br/curso/771;Comunicação;Enap;Enap - Escola Nacional de Administração Pública;20;30;Curso Aberto;Neste curso, você irá conhecer algumas das técnicas mais utilizadas para engajar e encantar públicos e despertar o interesse de todos, a partir de produções audiovisuais educacionais e de práticas de storytelling.;Servidoras e servidores que desejam produzir conteúdo audiovisual (síncrono, no formato de lives e assíncrono no formato de vídeos) com qualidade de áudio e vídeo. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.;Módulo 1: Linguagem audiovisualMódulo 2: Recursos técnicosMódulo 3: Publicação e plataformas;27/10/2022;;
241;Para Fazer uma Exposição;https://www.escolavirtual.gov.br/curso/241;Comunicação;Enap;Instituto Brasileiro de Museus;20;30;Curso Aberto;Entre as principais estratégias de comunicação em museus e espaços culturais está a exposição. Uma exposição se realiza no encontro entre visitante e objeto expositivo, ou, numa concepção mais abrangente e atual, entre a sociedade e seu patrimônio. Fazer uma exposição interessante torna esse encontro mais efetivo e marcante. Este curso tem o intuito de auxiliar os profissionais que trabalham em museus e outros espaços culturais a atingir esse objetivo, orientando quanto ao pensar, planejar e executar uma exposição.;Profissionais que já atuam ou que queiram atuar em instituições museológicas ou em processos museológicos (como por exemplo, Pontos de Memória). Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.;O que é uma exposição.Pensando a exposição, elementos básicos, o conceito, o processo de criação.Planejando a exposição, estudo dos espaços, recursos expográficos, comunicação visual, conservação e controle ambiental, ação educativa, orçamento, cronograma.Executando a exposição, montagem, manutenção, mediação, desmontagem e avaliação.;18/12/2019;;
477;Português - Interpretação de Texto e Emprego de Regras Gramaticais;https://www.escolavirtual.gov.br/curso/477;Comunicação;Enap;Secretaria Especial da Receita Federal do Brasil;40;60;Curso Aberto;Este curso traz, de forma simples, direta e sem complicações, as principais regras ortográficas da nossa língua e dicas importantes sobre interpretação de texto. Assim, você poderá se comunicar tanto por escrito quanto oralmente de forma objetiva, utilizando linguagem acessível, inteligível e adequada a cada contexto.;Agentes públicos que tenham vínculo com a Receita Federal do Brasil. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.;"Módulo 1: Gramática aplicada ao texto;Módulo 2 – Interpretação de texto.";09/06/2022;;
315;Primeiros passos para uso de Linguagem Simples;https://www.escolavirtual.gov.br/curso/315;Comunicação;Enap;Enap - Escola Nacional de Administração Pública;8;30;Curso Aberto;Desenvolvido pela Enap, em parceria não onerosa com a jornalista e pesquisadora Heloísa Fischer, este curso tem o intuito de apresentar sete diretrizes para a produção de textos informativos com linguagem simples, que sejam mais fáceis de serem lidos e compreendidos pela maior parte das pessoas. A linguagem simples apresenta-se, ao mesmo tempo, como uma causa social e uma técnica de comunicação. Quer saber como aplicar a linguagem simples? Inscreva-se.;Agentes públicos interessados em produzir textos mais fáceis de serem lidos e compreendidos e interessados no tema. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.;A linguagem simples e o modelo de escrita Comunica SimplesÉ preciso ter empatia na hora de escrever um textoA hierarquia das informações faz diferençaAs palavras do texto precisam ser conhecidasAs palavras concretas têm preferênciaUse e abuse das frases curtasNunca se esqueça da ordem diretaFaça sempre um diagnóstico;30/06/2020;;
844;Produção de Vídeos: uma introdução;https://www.escolavirtual.gov.br/curso/844;Comunicação;Enap;Serviço Federal de Processamento de Dados;6;30;Curso Aberto;A produção de vídeos pode ser eficaz quando há um adequado planejamento dessa tarefa. Neste curso, você conhecerá dicas e etapas que podem ser implementadas na produção de vídeos para as diversas finalidades. Serão apresentados conceitos e também estratégias que vão auxiliar você nessa ação. Fique por dentro e inscreva-se.;Agentes público que atuam na educação corporativa, marketing e comunicação e demais profissionais interessados no assunto.;"Módulo 1: IntroduçãoMódulo 2: RoteiroMódulo 3: Pré-produçãoMódulo 4: GravaçãoMódulo 5: Pós-produção&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;";17/11/2022;;
878;Produção e edição de vídeo pelo celular;https://www.escolavirtual.gov.br/curso/878;Comunicação;Enap;Empresa Brasileira de Pesquisa Agropecuária;20;30;Curso Aberto;Neste curso você irá conhecer e aprender a utilizar ferramentas práticas e de baixo custo para produção de vídeos usando apenas o celular como ferramenta de produção de conteúdo para soluções de aprendizagem na modalidade a distância, com enfoque na gravação e edição.;Servidores públicos de qualquer esfera e Poder, bem como cidadãos em geral que tenham interesse em utilizar o celular como ferramenta de produção e edição de vídeos. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.;Módulo 1: Enxergando seu celular como uma ferramenta de produção de conteúdo.Módulo 2: Da pré-produção à gravação de um vídeo.Módulo 3: Hora de editar seus vídeos com o celular.Módulo 4: Hospedando seus vídeos;06/10/2022;;
545;SEI! Usar para Deficientes Visuais;https://www.escolavirtual.gov.br/curso/545;Comunicação;Enap;Unicorreios;20;30;Curso Aberto;Este curso é a versão Acessível do Sistema Eletrônico de Informações (SEI), voltado para deficientes visuais, e apresenta suas principais funcionalidades. O sistema é utilizado na Administração Pública federal para aprimorar a gestão documental e facilitar o acesso de servidores e cidadãos às informações institucionais, propiciando celeridade, segurança e economicidade. O objetivo do curso é capacitar as pessoas que atuam na gestão de documentos para utilizar o SEI e usufruir dos seus benefícios no dia a dia de trabalho.;Agentes públicos das esferas de governo federal, estadual e municipal, com deficiência visual, que tenham atuação na gestão de documentos. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.;Módulo 1: IntroduçãoMódulo 2: Operações com processosMódulo 3: Operações com documentosMódulo 4: Utilização de BlocosMódulo 5: Recuperação de informaçõesMódulo 6: Usuários Externos;25/06/2021;;
445;Uso de Mídias Sociais na Comunicação Institucional;https://www.escolavirtual.gov.br/curso/445;Comunicação;Enap;Enap - Escola Nacional de Administração Pública;20;30;Curso Aberto;O uso de mídias sociais nas instituições públicas tem sido um elemento importante na comunicação com o público no cenário digital. Este curso apresenta os principais aspectos da comunicação e uma visão geral sobre a aplicação das redes sociais no ambiente institucional, com dicas e estratégias que podem ser utilizadas nesse tipo de atividade. Faça sua inscrição para saber mais!;Agentes públicos que atuam ou que tenham interesse em conhecer como utilizar as mídias sociais na comunicação institucional de suas instituições.;"Módulo 1: Visão Geral sobre Comunicação;Módulo 2: Panorama das Redes Sociais;Módulo 3: Planejamento em Redes Sociais;Módulo 4: Noções de Direção de Criação;Módulo 5: Resumo das Estratégias.";30/12/2022;;
813;UX Writing para Transformação Digital;https://www.escolavirtual.gov.br/curso/813;Comunicação;Enap;Secretaria de Governo Digital;25;30;Curso Aberto;Para que o uso de produtos ou serviços tenha como resultado uma experiência positiva, é preciso desenvolvê-los com foco na experiência do usuário. Nesse sentido, o UX Writing é uma ferramenta muito importante para proporcionar experiências satisfatórias que possam engajar o cidadão. Você já conhece esse tipo de escrita? Que tal se inscrever neste curso para buscar uma diferenciação por meio da experiência que você oferece ao público?;Agentes públicos e profissionais interessados na escrita para experiência do usuário. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.;Módulo 1: Contextualizando o UX Design na Transformação DigitalMódulo 2: UX Writing: o Texto na Experiência do UsuárioMódulo 3: Como fazer UX Writing?Módulo 4: O UX Writing na Administração Pública;29/11/2022;;
3207;Comunicação Empresarial - Turma 2026B;https://aprendamais.mec.gov.br/course/view.php?id=3207;Comunicação;MEC;MEC;;;;;;;;;
3522;Web Design - Turma 2026B;https://aprendamais.mec.gov.br/course/view.php?id=3522;Comunicação;MEC;MEC;20;;;;;;;;
3156;A arte de falar em público - Turma 2026B;https://aprendamais.mec.gov.br/enrol/index.php?id=3156;Comunicação;MEC;MEC;20;4;;;estudantes e profissionais de qualquer área do conhecimento;"a habilidade de se comunicar bem; preparando-se para falar em público";;;
3201;Cerimonial: conceitos, precedência e símbolos - Turma 2026B;https://aprendamais.mec.gov.br/enrol/index.php?id=3201;Comunicação;MEC;MEC;20;;;;;;;;
3202;Cerimonial: tipos, etiqueta e profissional - Turma 2026B;https://aprendamais.mec.gov.br/enrol/index.php?id=3202;Comunicação;MEC;MEC;20;;;;;;;;
3253;Edição de Vídeos no Shotcut - Turma 2026B;https://aprendamais.mec.gov.br/enrol/index.php?id=3253;Comunicação;MEC;MEC;20;;;;;;;;
3481;Relações Públicas: comunicação e planejamento - Turma 2026B;https://aprendamais.mec.gov.br/course/view.php?id=3481;Comunicação;MEC;MEC;20;;;;;;;;
3512;Técnicas de Publicidade e Propaganda - Turma 2026B;https://aprendamais.mec.gov.br/course/view.php?id=3512;Comunicação;MEC;MEC;30;;;;;;;;
74;Comunicação Não Violenta;https://moodle.ebserh.gov.br/course/view.php?id=74;Comunicação ;3EC ;EBSERH;20;0;Curso Aberto;As aulas abordam a compreenção dos princípíops da CNV, Desenvolver habilidades de escuta ativa e empatia, Aprender a expressar sentimentos e necessidades elém de Aplicar a CNV na resolução de conflitos.;Aberto para todos os públicos;Dentre os conteúdos abordados estão: Fundamentos da CNV, Os quatro componentes da CNV, Escuta empática, Expressão autêntica e Resolução de conflitos;;;
488;Comunicação Pública e Comunicação de Governo;https://www.escolavirtual.gov.br/curso/488;Comunicação ;Enap;Enap - Escola Nacional de Administração Pública;10;30;Curso Aberto;Neste curso, você irá conhecer o conceito de comunicação pública e suas especificidades e compreenderá como estruturar um departamento de comunicação para lidar com as particularidades desse setor. Além disso, identificará o impacto das mídias digitais e das fake news na gestão pública e os elementos essenciais para articular um adequado planejamento da comunicação. Saiba mais!;"Profissionais que atuam na área de comunicação pública e demais interessados na área. Curso aberto, gratuito e com certificado; qualquer pessoa pode se inscrever.";"Módulo 1: Introdução à comunicação e conceitos básicos da comunicação pública e organizacional;Módulo 2: Comunicação na gestão;Módulo 3: Crises;Módulo 4: Comunicação Pública: especificidades e alertas na web;Módulo 5: Gestão estratégica da comunicação.";06/07/2022;;
772;Comunicação Pública e Gestão de Relacionamento com Cidadão;https://www.escolavirtual.gov.br/curso/772;Comunicação ;Enap;Enap - Escola Nacional de Administração Pública;20;30;Curso Aberto;Neste curso, por meio de conceitos e estudos de caso, você conhecerá noções de comunicação pública e de relacionamento com os diversos públicos e partes interessadas. Você também compreenderá o que é e quais são as diferenças entre comunicação pública, governamental e privada e também o que é a comunicação organizacional e seus fluxos. Além disso, saberá com utilizar e relacionar as formas de comunicação on-line e off-line, como identificar os públicos da organização e a analisar os riscos e crises na contemporaneidade.;Agentes públicos que desejam entender a dinâmica da comunicação na organizações, propor melhores práticas e ter uma percepção do cidadão como cliente do serviço.;"&nbsp; &nbsp;Módulo 1: Comunicação Pública&nbsp; &nbsp;Módulo 2: Comunicação on-line e off-line&nbsp; &nbsp;Módulo 3: Como se relacionar com os públicos da Organização";16/11/2022;;
806;Estratégias de Marketing Digital para a Administração Pública;https://www.escolavirtual.gov.br/curso/806;Comunicação ;Enap;Secretaria de Governo Digital;25;30;Curso Aberto;Os meios de comunicação digitais são veículos que transmitem informação sobre inúmeros serviços. Você conhece a importância do marketing digital para a administração? Sabia que o Governo Digital pode utilizar isso para melhoria dos diálogos com o cidadão? Inscreva-se e venha conhecer as ferramentas que as estratégias de marketing digital podem oferecer para criação e produção de conteúdo nos canais virtuais. Vamos lá?;Agentes públicos e profissionais interessados em aprender estratégias e ações que utilizam canais de comunicação na Internet por meio do marketing digital e dos recursos tecnológicos para a Administração Pública. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.;"Módulo 1: Noções de Comunicação para a Administração Pública;Módulo 2: Marketing Digital: O que É e Como Fazer;Módulo 3: O que Fazer com os Dados dos Canais Digitais?;Módulo 4: Marketing Digital para o Setor Público na Prática.";22/12/2022;;
332;Linguagem simples aproxima o governo das pessoas. Como usar?;https://www.escolavirtual.gov.br/curso/332;Comunicação ;Enap;Laboratório de Inovação em Governo da Secretaria Municipal de Inovação e Tecnologia de São Paulo;20;30;Curso Aberto;Quer aprender como simplificar aquele documento com uma linguagem super complexa? E ainda aprender como escrever textos com uma linguagem simples e compreensível? Este curso vai te ensinar uma forma estruturada de fazer isso. O curso apresenta e aprofunda a discussão sobre o uso da linguagem simples no setor público e a importância da disseminação da pauta no Brasil.;Agentes públicos interessados em produzir textos mais fáceis de serem lidos e compreendidos e interessados no tema. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.;MÓDULO 1 - Conheça a Linguagem SimplesMÓDULO 2 - Use a Linguagem SimplesMÓDULO 3 - Compartilhe a Linguagem Simples;08/07/2020;;
563;Redação Oficial e Noções de SEI e suas aplicações;https://www.escolavirtual.gov.br/curso/563;Comunicação ;Enap;Fundação CEPERJ;10;30;Curso Aberto;Curso destinado ao aperfeiçoamento da redação oficial, voltado para o servidor público do Estado do Rio de Janeiro, com noções do SEI. Também aberto ao público em geral.;Servidores públicos. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.;"Redação Oficial e suas principais características;Tipos de Redação Oficial e suas estruturas;O parágrafo e sua estruturas;Composição de texto;Dicas práticas de redação;Noções sobre o Sistema Eletrônico de Informaçãoes (SEI).";17/08/2021;;
AP10;An Introduction to Public Speaking in Government;https://apolitical.co/microcourses/en/introduction-to-public-speaking-in-government;Comunicação ;Apolitical;Equipe Apolitical;2;Autoinstrucional;Curso aberto;Desenvolve habilidades de comunicação oral para atuação no setor público.;Servidores públicos, gestores e lideranças;Técnicas de apresentação, construção de mensagens, comunicação com públicos diversos e gestão da ansiedade ao falar em público.;Não informado;;
AP6;Writing Effective Briefings in the Public Service;https://apolitical.co/microcourses/en/become-a-data-confident-public-servant;Comunicação ;Apolitical;Equipe Apolitical;2;Autoinstrucional;Curso aberto;Capacita para elaboração de briefings e documentos executivos.;Servidores públicos;Elaboração de notas técnicas, briefings e documentos executivos;Não informado;;
1405;Contratação de serviços de publicidade na administração pública;https://www.escolavirtual.gov.br/curso/1405;Logística e Compras Públicas;Enap;Controladoria Geral da União;30;;;Contrate serviços de publicidade na administração pública com segurança jurídica e eficácia! O curso aborda o conceito de publicidade, as diferenças entre publicidade, propaganda e marketing, o que será contratado, a legislação aplicável e as etapas internas e externas do processo. Destinado a gestores e agentes de contratação que precisam conduzir processos de contratação de agências e serviços de comunicação no setor público.;Profissionais envolvidos, direta ou indiretamente, na contratação de serviços de publicidade na administração pública e demais interessados. Curso aberto, gratuito, com certificado.;"Módulo 1: Introdução;Módulo 2: O que é publicidade – e o que não é?Módulo 3: Publicidade, propaganda e marketing – quais as diferenças?Módulo 4: O que será contratado – e como?Módulo 5: Qual é a legislação aplicável?Módulo 6: Quais são as etapas internas?Módulo 7: Quais são as etapas externas?Módulo 8: O que alerta o controle?";;;
